cv_fold,median_spearman,mean_spearman
0,-0.04681065341386533,-0.042251229774414166
1,-0.00652101390232686,0.029197129328917784
2,0.12971372395332098,0.14256970143852002
3,0.16362166258631344,0.09820544620472939
4,0.0013160400031843162,0.02371487912356447
Overall_Mean,0.04826395184532531,0.0502871852642635
Overall_Std,0.08268753989247196,0.064072550587396
