cv_fold,median_spearman,mean_spearman
0,0.4273336259989917,0.4141150765831089
1,0.1905147043763139,0.21151797353288135
2,0.4039573729206009,0.4116296266549
3,0.32429309924728916,0.32953453271455846
4,0.3774005145673849,0.3604131791052944
Overall_Mean,0.3446998634221161,0.3454420777181486
Overall_Std,0.08437846055595628,0.07417495797635947
