cv_fold,median_spearman,mean_spearman
0,0.5757963308663095,0.5409626186252087
1,0.5474310422128611,0.5252380913724695
2,0.6022100578471694,0.5959698669040685
3,0.5728007728508606,0.5580450467971714
4,0.5786200436768465,0.54802618420455
Overall_Mean,0.5753716494908094,0.5536483615806935
Overall_Std,0.017425954917419495,0.023707049836768003
