cv_fold,median_spearman,mean_spearman
0,0.5550936048983504,0.5930276395104559
1,0.354578091447917,0.3342353978813947
2,0.335517902058111,0.30996633153950537
3,0.610011949780893,0.6040761219937103
4,0.3886358141898234,0.434032877814257
Overall_Mean,0.44876747247501897,0.4550676737478646
Overall_Std,0.11190884587355789,0.12436540583583267
