cv_fold,median_spearman,mean_spearman
0,0.6757852946668041,0.680098944410945
1,0.306885086834094,0.3021443491822745
2,0.42813623980295656,0.4210191447143958
3,0.5044211585592602,0.5086207469324696
4,0.34304608493948024,0.39513003847062667
Overall_Mean,0.451654772960519,0.4614026447421423
Overall_Std,0.13139711773563748,0.12762735661638336
